Visit ID,BDM Code,BDM Name,Outlet Code,Outlet Name,Visit Date,Check In,Duration (mins),Purpose,Remarks
V03326,BDM007,Mohan Raj,OA0253,Amman Gadgets,01/06/2026,10:16,5,Routine visit,
V03327,BDM006,Jegan R,OA0439,Sakthi Enterprises,09/06/2026,14:22,15,Routine visit,shop closed
V03328,BDM008,Sathya N,OA0584,iStore Electronics,2026-07-03,13:55,,,owner not available
V03329,BDM004,Ashok Kumar,OA0615,Selvam Electronics,2026-06-01,11:50,15,Order,discussed scheme
V03330,BDM010,Praveen K,OA0518,Thangam Mobile,04/06/2026,14:00,30,Routine visit,stock displayed
V03331,BDM001,Sundar R,OA0617,Bharath Agencies,10/06/2026,11:37,30,Follow up,
V03332,BDM011,Ilango M,OA0218,Meenakshi Communications,2026-06-04,15:33,10,Collection,
V03333,BDM010,Praveen K,OA0210,Mobile World Enterprises,2026-05-23,11:07,,followup,
V03334,BDM004,Ashok Kumar,OA0363,Saravana Mobiles,09/05/2026,14:27,12,followup,
V03335,BDM009,Gowtham S,OA0397,Vasanth Traders,25/07/2026,11:20,20,Stock check,discussed scheme
V03336,BDM010,Praveen K,OA0134,Jeyam Enterprises,23/06/2026,12:06,30,Order,owner not available
V03337,BDM008,Sathya N,OA0714,Karpagam Digital,2026-05-11,10:00,20,Routine visit,owner not available
V03338,BDM004,Ashok Kumar,OA0066,Universal Traders,01/05/2026,11:06,5,Order,
V03339,BDM011,Ilango M,OA0397,Vasanth Traders,26/06/2026,17:00,20,Routine visit,asked for better margin
V03340,BDM009,Gowtham S,OA0549,Royal Gadgets,28/06/2026,12:00,25,Routine visit,
V03341,BDM011,Ilango M,OA0781,City Gadgets,26/06/2026,11:06,15,followup,
V03342,BDM008,Sathya N,OA0230,Ram Digital,17/07/2026,10:39,8,Collection,owner not available
V03343,BDM012,Yuvaraj S,OA0764,Anandha Infotech,31/05/2026,14:02,15,followup,display not as per norms
V03344,BDM008,Sathya N,OA0323,Vinayaga Traders,05/07/2026,10:23,5,followup,asked for better margin
V03345,BDM001,Sundar R,OA0736,Muthu Infotech,04/07/2026,12:12,20,New onboarding,stock displayed
V03346,BDM001,Sundar R,OA0154,Karpagam Enterprises,2026-05-26,12:34,5,Routine visit,stock displayed
V03347,BDM004,Ashok Kumar,OA0239,Selvam Traders,26/05/2026,14:50,25,Stock check,owner not available
V03348,BDM001,Sundar R,OA0640,Chennai Silks Agencies,15/06/2026,12:43,15,Follow up,asked for better margin
V03349,BDM012,Yuvaraj S,OA0493,Bharath Traders,2026-07-10,10:39,45,Stock check,
V03350,BDM005,Dhanush P,OA0509,Saravana Digital,2026-05-19,12:09,45,Order,collection pending
V03351,BDM005,Dhanush P,OA0470,Sangeetha Mobiles,26/06/2026,10:50,10,Complaint,collection pending
V03352,BDM005,Dhanush P,OA0543,Poorvika Agencies,21/07/2026,10:22,25,Collection,discussed scheme
V03353,BDM004,Ashok Kumar,OA0670,Jeyam Digital,2026-05-28,10:08,15,Stock check,owner not available
V03354,BDM007,Mohan Raj,OA0004,Bharath Digital,2026-07-02,10:40,45,New onboarding,owner not available
V03355,BDM010,Praveen K,OA0669,Bharath Enterprises,2026-05-02,10:34,,Follow up,
V03356,BDM004,Ashok Kumar,OA0137,Vasanth Enterprises,26/06/2026,14:51,,,owner not available
V03357,BDM002,Prakash M,OA0772,Ganesh Cellpoint,06/06/2026,14:45,30,routine,shop closed
V03358,BDM003,Vetri S,OA0289,Meenakshi Agencies,30/06/2026,13:53,12,Routine visit,
V03359,BDM004,Ashok Kumar,OA0119,City Communications,30/06/2026,10:02,25,New onboarding,
V03360,BDM012,Yuvaraj S,OA0407,Meenakshi Enterprises,2026-07-18,12:32,15,Routine visit,will order next week
V03361,BDM005,Dhanush P,OA0722,Bharath Enterprises,2026-06-23,10:22,25,routine,
V03362,BDM005,Dhanush P,OA0600,Muthu Gadgets,24/07/2026,11:20,25,Order,
V03363,BDM006,Jegan R,OA0166,Big C Infotech,09/06/2026,14:59,15,Routine visit,shop closed
V03364,BDM012,Yuvaraj S,OA0206,City Digital,22/07/2026,12:23,25,Collection,owner not available
V03365,BDM002,Prakash M,OA0719,Sakthi Infotech,2026-07-02,13:26,25,Routine visit,collection pending
V03366,BDM007,Mohan Raj,OA0185,New Star Cellpoint,29/07/2026,13:53,,Routine visit,discussed scheme
V03367,BDM006,Jegan R,OA0044,Muthu Mobiles,01/06/2026,15:48,8,routine,stock displayed
V03368,BDM010,Praveen K,OA0814,Poorvika Traders ,04/07/2026,11:13,12,Follow up,asked for better margin
V03369,BDM001,Sundar R,OA0815,BIG C INFOTECH,09/05/2026,11:19,15,,shop closed
V03370,BDM001,Sundar R,OA0098,Vasanth Enterprises,30/05/2026,13:03,,followup,
V03371,BDM010,Praveen K,OA0798,Anandha Digital ,12/06/2026,11:59,15,routine,
V03372,BDM008,Sathya N,OA0773,Karpagam Enterprises,2026-05-11,13:05,15,Routine visit,
V03373,BDM012,Yuvaraj S,OA0062,Jeyam Telecom,2026-06-22,15:34,20,Order,
V03374,BDM006,Jegan R,OA0091,Bharath Mobile,2026-07-27,15:08,10,Routine visit,stock displayed
V03375,BDM008,Sathya N,OA0014,Ganesh Cellpoint,20/07/2026,15:09,8,followup,owner not available
V03376,BDM009,Gowtham S,OA0782,City Mobiles,10/06/2026,13:40,,Follow up,
V03377,BDM008,Sathya N,OA0773,Karpagam Enterprises,16/05/2026,12:34,10,followup,collection pending
V03378,BDM011,Ilango M,OA0077,City Enterprises,24/07/2026,14:18,12,followup,display not as per norms
V03379,BDM004,Ashok Kumar,OA0036,Jeyam Digital,2026-07-27,11:24,30,routine,owner not available
V03380,BDM006,Jegan R,OA0484,Sangeetha Gadgets,2026-07-29,12:37,12,Complaint,
V03381,BDM011,Ilango M,OA0077,City Enterprises,02/05/2026,10:23,12,Routine visit,asked for better margin
V03382,BDM005,Dhanush P,OA0816,MUTHU AGENCIES,30/05/2026,13:49,5,Stock check,
V03383,BDM006,Jegan R,OA0649,Prime Mobile,2026-07-14,13:24,20,Order,display not as per norms
V03384,BDM012,Yuvaraj S,OA0034,Poorvika Digital,07/07/2026,14:27,20,followup,stock displayed
V03385,BDM010,Praveen K,OA0219,Vinayaga Communications,17/07/2026,12:40,25,followup,shop closed
V03386,BDM001,Sundar R,OA0112,Karpagam Infotech,21/06/2026,10:04,5,Follow up,shop closed
V03387,BDM002,Prakash M,OA0752,Thangam Electronics,05/05/2026,13:30,25,Stock check,
V03388,BDM011,Ilango M,OA0413,Big C Digital,2026-07-11,12:04,12,,
V03389,BDM004,Ashok Kumar,OA0075,Ram Electronics,2026-07-13,10:36,12,Collection,collection pending
V03390,BDM008,Sathya N,OA0519,,12/06/2026,10:10,5,Complaint,
V03391,BDM012,Yuvaraj S,OA0792,Devi Mobile,13/05/2026,13:39,15,,
V03392,BDM007,Mohan Raj,OA0756,Modern Telecom,28/05/2026,11:17,25,New onboarding,
V03393,BDM012,Yuvaraj S,OA0181,Mobile World Telecom,2026-06-15,10:22,8,Complaint,discussed scheme
V03394,BDM012,Yuvaraj S,OA0114,Selvam Electronics,2026-07-22,13:54,20,routine,
V03395,BDM003,Vetri S,OA0680,Karpagam Mobiles,19/06/2026,12:05,5,Follow up,shop closed
V03396,BDM001,Sundar R,OA0163,Sri Krishna Communications,29/06/2026,11:15,30,New onboarding,
V03397,BDM012,Yuvaraj S,OA0367,Devi Gadgets,2026-06-19,16:33,5,,asked for better margin
V03398,BDM009,Gowtham S,OA0068,Saravana Mobile,25/06/2026,12:28,10,Follow up,owner not available
V03399,BDM003,Vetri S,OA0129,Vasanth Traders,2026-05-15,12:48,20,,
V03400,BDM007,Mohan Raj,OA0683,Lakshmi Telecom,10/06/2026,12:16,15,routine,
V03401,BDM002,Prakash M,OA0774,Meenakshi Agencies,2026-05-20,14:53,30,followup,
V03402,BDM009,Gowtham S,OA0221,Thangam Mobile,2026-05-30,12:09,30,New onboarding,
V03403,BDM011,Ilango M,OA0797,Amman Gadgets,2026-05-29,11:41,45,Stock check,collection pending
V03404,BDM004,Ashok Kumar,OA0473,Ganesh Cellpoint,29/05/2026,10:31,45,New onboarding,owner not available
V03405,BDM004,Ashok Kumar,OA0685,Selvam Gadgets,2026-06-17,13:14,8,New onboarding,asked for better margin
V03406,BDM010,Praveen K,OA0520,Sangeetha Agencies,08/05/2026,11:22,12,New onboarding,asked for better margin
V03407,BDM003,Vetri S,OA0786,Vasanth Electronics,2026-06-16,10:51,8,Complaint,
V03408,BDM007,Mohan Raj,OA0180,Vinayaga Telecom,16/06/2026,11:18,8,Collection,asked for better margin
V03409,BDM006,Jegan R,OA0517,Sri Balaji Gadgets,13/06/2026,10:50,,Order,
V03410,BDM012,Yuvaraj S,OA0442,Big C Telecom,11/05/2026,15:14,10,Routine visit,display not as per norms
V03411,BDM012,Yuvaraj S,OA0417,Muthu Enterprises,20/07/2026,12:52,8,Collection,display not as per norms
V03412,BDM009,Gowtham S,OA0650,,30/06/2026,13:50,25,,discussed scheme
V03413,BDM008,Sathya N,OA0584,iStore Electronics,30/05/2026,14:05,45,,owner not available
V03414,BDM005,Dhanush P,OA0330,Chennai Silks Infotech,2026-05-07,15:29,30,Order,shop closed
V03415,BDM005,Dhanush P,OA0182,Devi Telecom,05/05/2026,12:22,15,,
V03416,BDM008,Sathya N,OA0030,Big C Mobile,12/05/2026,14:00,12,Order,
V03417,BDM008,Sathya N,OA0030,Big C Mobile,02/05/2026,11:34,12,Collection,shop closed
V03418,BDM004,Ashok Kumar,OA0545,Vasanth Agencies,2026-05-22,10:39,,Follow up,shop closed
V03419,BDM001,Sundar R,OA0608,Devi Gadgets,04/06/2026,13:29,15,Order,shop closed
V03420,BDM010,Praveen K,OA0404,Saravana Gadgets,17/07/2026,10:40,20,followup,
V03421,BDM007,Mohan Raj,OA0506,Galaxy Cellpoint,03/06/2026,10:29,10,followup,collection pending
V03422,BDM008,Sathya N,OA0016,Universal Infotech,11/06/2026,15:17,20,routine,will order next week
V03423,BDM004,Ashok Kumar,OA0732,Selvam Agencies,04/07/2026,14:44,,Routine visit,stock displayed
V03424,BDM011,Ilango M,OA0619,Muthu Infotech,2026-05-28,03:02,20,New onboarding,
V03425,BDM004,Ashok Kumar,OA0119,City Communications,2026-07-17,14:09,5,followup,collection pending
V03426,BDM005,Dhanush P,OA0084,Galaxy Mobile,05/05/2026,15:15,20,,asked for better margin
V03427,BDM007,Mohan Raj,OA0312,,13/07/2026,10:00,30,Routine visit,
V03428,BDM003,Vetri S,OA0676,,2026-05-16,12:26,,Complaint,
V03429,BDM005,Dhanush P,OA0182,Devi Telecom,10/07/2026,10:18,8,followup,owner not available
V03430,BDM004,Ashok Kumar,OA0478,Big C Mobile,2026-05-06,12:45,30,Routine visit,shop closed
V03431,BDM001,Sundar R,OA0707,iStore Enterprises,2026-05-25,10:00,20,Routine visit,will order next week
V03432,BDM003,Vetri S,OA0190,Sangeetha Agencies,03/07/2026,13:03,15,,
V03433,BDM008,Sathya N,OA0230,Ram Digital,18/05/2026,16:59,25,Stock check,
V03434,BDM003,Vetri S,OA0678,Kumaran Electronics,2026-05-18,15:41,10,New onboarding,
V03435,BDM012,Yuvaraj S,OA0742,Lakshmi Enterprises,23/07/2026,13:34,8,,
V03436,BDM003,Vetri S,OA0466,Vinayaga Communications,11/06/2026,13:40,20,Follow up,asked for better margin
V03437,BDM005,Dhanush P,OA0212,Sangeetha Agencies,25/07/2026,11:57,,Complaint,asked for better margin
V03438,BDM004,Ashok Kumar,OA0473,Ganesh Cellpoint,05/06/2026,10:44,20,Order,
V03439,BDM011,Ilango M,OA0255,Selvam Gadgets,21/07/2026,10:03,,Collection,asked for better margin
V03440,BDM004,Ashok Kumar,OA0615,Selvam Electronics,2026-05-21,13:10,20,Stock check,discussed scheme
V03441,BDM011,Ilango M,OA0184,Big C Agencies,05/06/2026,15:26,25,followup,
V03442,BDM006,Jegan R,OA0658,Thangam Traders,06/05/2026,14:59,45,Stock check,
V03443,BDM007,Mohan Raj,OA0092,Poorvika Enterprises,21/07/2026,12:19,15,Follow up,
V03444,BDM001,Sundar R,OA0741,Lakshmi Enterprises,2026-06-16,11:29,12,Routine visit,shop closed
V03445,BDM009,Gowtham S,OA0132,Big C Agencies,2026-06-11,13:55,30,Collection,
V03446,BDM006,Jegan R,OA0646,Vinayaga Cellpoint,29/06/2026,15:10,,followup,
V03447,BDM007,Mohan Raj,OA0061,Sri Balaji Communications,30/07/2026,13:09,5,Stock check,will order next week
V03448,BDM001,Sundar R,OA0553,Anandha Agencies,10/07/2026,13:49,10,Collection,shop closed
V03449,BDM012,Yuvaraj S,OA0800,MEENAKSHI ENTERPRISES,2026-05-27,16:47,15,Stock check,
V03450,BDM009,Gowtham S,OA0425,Ram Gadgets,2026-07-01,11:38,45,New onboarding,asked for better margin
V03451,BDM011,Ilango M,OA0671,Vasanth Traders,25/07/2026,13:38,,Collection,shop closed
V03452,BDM004,Ashok Kumar,OA0119,City Communications,24/07/2026,13:27,30,Follow up,
V03453,BDM009,Gowtham S,OA0751,Ganesh Gadgets,2026-05-15,13:01,20,Follow up,will order next week
V03454,BDM010,Praveen K,OA0703,Thangam Telecom,25/06/2026,11:06,12,Collection,discussed scheme
V03455,BDM003,Vetri S,OA0266,Anandha Cellpoint,15/05/2026,13:32,,Collection,discussed scheme
V03456,BDM009,Gowtham S,OA0650,Vinayaga Electronics,29/07/2026,11:35,10,Stock check,asked for better margin
V03457,BDM010,Praveen K,OA0096,New Star Traders,16/05/2026,12:00,45,Follow up,display not as per norms
V03458,BDM012,Yuvaraj S,OA0644,Karpagam Enterprises,2026-06-12,11:37,5,,will order next week
V03459,BDM010,Praveen K,OA0410,Amman Telecom,22/06/2026,14:49,,followup,shop closed
V03460,BDM008,Sathya N,OA0682,Thangam Cellpoint,18/05/2026,15:11,30,Stock check,display not as per norms
V03461,BDM003,Vetri S,OA0228,Amman Agencies,06/07/2026,10:36,20,,
V03462,BDM009,Gowtham S,OA0656,Ram Cellpoint,02/06/2026,11:38,8,Routine visit,
V03463,BDM008,Sathya N,OA0205,Royal Mobiles,2026-05-22,14:48,15,Follow up,
V03464,BDM008,Sathya N,OA0527,Devi Mobile,2026-07-23,12:14,10,Routine visit,
V03465,BDM003,Vetri S,OA0243,Jeyam Digital,27/06/2026,13:23,10,Complaint,asked for better margin
V03466,BDM001,Sundar R,OA0481,Muthu Traders,30/07/2026,10:22,,followup,will order next week
V03467,BDM004,Ashok Kumar,OA0036,Jeyam Digital,2026-06-08,02:41,5,,collection pending
V03468,BDM003,Vetri S,OA0466,Vinayaga Communications,2026-05-19,14:25,8,followup,collection pending
V03469,BDM001,Sundar R,OA0400,Sri Balaji Traders,04/05/2026,12:20,12,Collection,
V03470,BDM002,Prakash M,OA0758,Prime Mobile,05/06/2026,11:51,20,Follow up,collection pending
V03471,BDM006,Jegan R,OA0628,Selvam Infotech,12/05/2026,12:44,45,Stock check,
V03472,BDM009,Gowtham S,OA0548,Lakshmi Gadgets,23/06/2026,10:58,15,routine,asked for better margin
V03473,BDM011,Ilango M,OA0077,City Enterprises,2026-05-25,10:30,5,Complaint,shop closed
V03474,BDM010,Praveen K,OA0321,Vasanth Enterprises,15/07/2026,12:03,5,Complaint,
V03475,BDM007,Mohan Raj,OA0081,Devi Communications,16/05/2026,13:35,15,Follow up,stock displayed
V03476,BDM006,Jegan R,OA0648,Vinayaga Digital,02/05/2026,11:43,45,Complaint,
V03477,BDM010,Praveen K,OA0404,Saravana Gadgets,2026-06-21,11:24,8,Collection,
V03478,BDM010,Praveen K,OA0703,Thangam Telecom,23/06/2026,13:15,10,Stock check,asked for better margin
V03479,BDM008,Sathya N,OA0227,Devi Cellpoint,25/07/2026,11:15,15,Routine visit,
V03480,BDM010,Praveen K,OA0818,Selvam Agencies ,2026-05-13,12:00,20,Routine visit,
V03481,BDM010,Praveen K,OA0135,Selvam Mobiles,28/06/2026,12:08,25,New onboarding,
V03482,BDM009,Gowtham S,OA0068,Saravana Mobile,03/07/2026,10:00,10,Stock check,
V03483,BDM001,Sundar R,OA0396,Saravana Agencies,06/07/2026,10:30,8,followup,stock displayed
V03484,BDM008,Sathya N,OA0244,Sri Balaji Mobile,29/05/2026,11:21,8,,discussed scheme
V03485,BDM007,Mohan Raj,OA0775,Prime Digital,18/07/2026,15:22,30,Routine visit,
V03486,BDM007,Mohan Raj,OA0081,Devi Communications,27/06/2026,10:22,15,Order,owner not available
V03487,BDM003,Vetri S,OA0228,Amman Agencies,24/06/2026,12:40,25,New onboarding,display not as per norms
V03488,BDM002,Prakash M,OA0242,Mobile World Electronics,08/06/2026,14:04,25,New onboarding,discussed scheme
V03489,BDM008,Sathya N,OA0489,Anandha Telecom,22/05/2026,10:34,15,Complaint,owner not available
V03490,BDM008,Sathya N,OA0749,Thangam Digital,22/07/2026,14:54,45,followup,will order next week
V03491,BDM011,Ilango M,OA0346,Amman Communications,11/06/2026,11:00,30,Routine visit,asked for better margin
V03492,BDM002,Prakash M,OA0328,New Star Telecom,17/05/2026,01:46,,Routine visit,discussed scheme
V03493,BDM004,Ashok Kumar,OA0038,Royal Communications,2026-06-05,14:12,20,,
V03494,BDM012,Yuvaraj S,OA0358,Royal Enterprises,2026-06-14,11:06,20,New onboarding,asked for better margin
V03495,BDM009,Gowtham S,OA0609,Kumaran Infotech,05/06/2026,15:04,25,Complaint,
V03496,BDM012,Yuvaraj S,OA0659,Thangam Cellpoint,06/05/2026,10:30,15,New onboarding,shop closed
V03497,BDM012,Yuvaraj S,OA0367,,29/06/2026,10:26,,Routine visit,stock displayed
V03498,BDM012,Yuvaraj S,OA0319,Sri Krishna Mobile,11/07/2026,14:59,,Collection,shop closed
V03499,BDM010,Praveen K,OA0725,Lakshmi Communications,2026-07-04,12:10,25,Stock check,asked for better margin
V03500,BDM004,Ashok Kumar,OA0264,Thangam Enterprises,2026-05-01,11:58,45,Complaint,
V03501,BDM011,Ilango M,OA0797,Amman Gadgets,11/06/2026,10:59,12,Order,will order next week
V03502,BDM011,Ilango M,OA0495,iStore Gadgets,2026-06-13,13:32,25,,asked for better margin
V03503,BDM002,Prakash M,OA0569,Bharath Gadgets,11/05/2026,11:31,45,followup,
V03504,BDM001,Sundar R,OA0640,Chennai Silks Agencies,2026-06-04,10:42,20,Order,
V03505,BDM002,Prakash M,OA0328,New Star Telecom,12/06/2026,12:30,12,followup,
V03506,BDM012,Yuvaraj S,OA0121,Devi Digital,14/07/2026,11:05,8,Complaint,display not as per norms
V03507,BDM012,Yuvaraj S,OA0803,Royal Enterprises - Branch,2026-06-30,13:04,,Stock check,discussed scheme
V03508,BDM008,Sathya N,OA0236,Galaxy Mobiles,25/07/2026,10:00,25,,
V03509,BDM001,Sundar R,OA0529,iStore Enterprises,19/05/2026,15:16,12,Complaint,owner not available
V03510,BDM009,Gowtham S,OA0148,Ganesh Communications,2026-07-03,15:21,,Follow up,will order next week
V03511,BDM006,Jegan R,OA0058,New Star Telecom,06/06/2026,12:45,20,Complaint,
V03512,BDM001,Sundar R,OA0163,Sri Krishna Communications,2026-06-11,11:40,20,Complaint,
V03513,BDM008,Sathya N,OA0527,Devi Mobile,2026-07-18,10:32,,New onboarding,collection pending
V03514,BDM001,Sundar R,OA0055,Saravana Digital,2026-06-03,13:33,15,Collection,will order next week
V03515,BDM001,Sundar R,OA0003,Anandha Enterprises,17/07/2026,12:38,45,,
V03516,BDM010,Praveen K,OA0134,Jeyam Enterprises,05/05/2026,14:14,8,Complaint,
V03517,BDM006,Jegan R,OA0439,Sakthi Enterprises,01/05/2026,15:02,5,New onboarding,discussed scheme
V03518,BDM011,Ilango M,OA0778,Vasanth Infotech,17/06/2026,14:19,30,Follow up,stock displayed
V03519,BDM002,Prakash M,OA0242,Mobile World Electronics,24/05/2026,14:05,30,Order,owner not available
V03520,BDM003,Vetri S,OA0476,Anandha Telecom,06/05/2026,16:08,,Follow up,
V03521,BDM002,Prakash M,OA0592,iStore Electronics,01/06/2026,12:40,15,Follow up,shop closed
V03522,BDM003,Vetri S,OA0345,,18/07/2026,14:17,45,New onboarding,owner not available
V03523,BDM004,Ashok Kumar,OA0066,Universal Traders,08/05/2026,12:31,20,Routine visit,asked for better margin
V03524,BDM011,Ilango M,OA0079,Vasanth Electronics,30/05/2026,10:02,25,Follow up,display not as per norms
V03525,BDM010,Praveen K,OA0606,Big C Electronics,08/05/2026,12:58,5,Collection,
V03526,BDM010,Praveen K,OA0213,Prime Electronics,03/06/2026,17:03,,Complaint,owner not available
V03527,BDM001,Sundar R,OA0689,Ram Communications,16/06/2026,10:27,15,Collection,
V03528,BDM005,Dhanush P,OA0173,Bharath Mobile,18/05/2026,13:17,45,followup,discussed scheme
V03529,BDM010,Praveen K,OA0496,Saravana Communications,30/06/2026,14:18,,Stock check,stock displayed
V03530,BDM010,Praveen K,OA0126,iStore Electronics,2026-06-13,10:09,5,Stock check,
V03531,BDM004,Ashok Kumar,OA0651,iStore Digital,21/07/2026,14:05,30,Stock check,owner not available
V03532,BDM005,Dhanush P,OA0015,Saravana Gadgets,2026-07-16,10:28,8,routine,discussed scheme
V03533,BDM011,Ilango M,OA0605,Sri Krishna Infotech,25/06/2026,13:26,20,routine,owner not available
V03534,BDM005,Dhanush P,OA0688,Sri Krishna Mobiles,2026-06-03,12:07,30,Stock check,discussed scheme
V03535,BDM004,Ashok Kumar,OA0174,Universal Enterprises,18/07/2026,12:30,25,routine,owner not available
V03536,BDM010,Praveen K,OA0179,Ram Agencies,2026-07-01,16:27,25,Routine visit,stock displayed
V03537,BDM011,Ilango M,OA0309,Ganesh Cellpoint,16/06/2026,10:38,12,Stock check,collection pending
V03538,BDM001,Sundar R,OA0481,Muthu Traders,10/07/2026,14:52,5,routine,owner not available
V03539,BDM001,Sundar R,OA0139,Galaxy Infotech,2026-07-07,10:19,15,Routine visit,
V03540,BDM006,Jegan R,OA0469,Sri Balaji Infotech,28/06/2026,10:10,15,Collection,
V03541,BDM011,Ilango M,OA0797,Amman Gadgets,02/05/2026,11:16,12,Order,asked for better margin
V03542,BDM007,Mohan Raj,OA0426,Modern Digital,08/06/2026,11:28,45,Complaint,will order next week
V03543,BDM008,Sathya N,OA0771,Big C Communications,2026-07-23,14:26,25,Stock check,
V03544,BDM007,Mohan Raj,OA0185,New Star Cellpoint,12/05/2026,12:30,8,followup,will order next week
V03545,BDM008,Sathya N,OA0771,Big C Communications,07/07/2026,16:07,25,Routine visit,
V03546,BDM003,Vetri S,OA0190,Sangeetha Agencies,2026-07-08,10:33,20,Stock check,collection pending
V03547,BDM009,Gowtham S,OA0308,Prime Cellpoint,22/06/2026,11:20,,New onboarding,will order next week
V03548,BDM005,Dhanush P,OA0543,,30/05/2026,12:56,5,Collection,
V03549,BDM004,Ashok Kumar,OA0174,Universal Enterprises,15/06/2026,11:24,10,Order,
V03550,BDM003,Vetri S,OA0813,Sakthi Electronics - Branch,08/06/2026,13:35,,Stock check,shop closed
V03551,BDM004,Ashok Kumar,OA0038,Royal Communications,04/07/2026,12:40,20,routine,stock displayed
V03552,BDM005,Dhanush P,OA0533,Universal Mobile,2026-06-23,13:16,,Complaint,discussed scheme
V03553,BDM006,Jegan R,OA0384,Bharath Mobile,17/07/2026,11:32,,Follow up,
V03554,BDM001,Sundar R,OA0139,Galaxy Infotech,2026-05-30,11:33,8,Follow up,display not as per norms
V03555,BDM008,Sathya N,OA0566,Ganesh Gadgets,22/07/2026,16:15,25,Complaint,
V03556,BDM001,Sundar R,OA0297,New Star Mobiles,20/06/2026,14:10,30,Collection,owner not available
V03557,BDM001,Sundar R,OA0815,BIG C INFOTECH,25/07/2026,12:08,12,Order,display not as per norms
V03558,BDM004,Ashok Kumar,OA0116,Chennai Silks Communications,22/05/2026,12:43,25,New onboarding,
V03559,BDM006,Jegan R,OA0646,Vinayaga Cellpoint,2026-05-03,11:03,10,,display not as per norms
V03560,BDM003,Vetri S,OA0810,Amman Cellpoint,22/05/2026,12:12,20,Order,
V03561,BDM003,Vetri S,OA0156,Sakthi Mobiles,2026-05-02,10:34,10,,
V03562,BDM002,Prakash M,OA0724,New Star Communications,28/05/2026,10:33,10,Collection,
V03563,BDM010,Praveen K,OA0818,Selvam Agencies ,2026-07-15,17:00,25,Routine visit,asked for better margin
V03564,BDM011,Ilango M,OA0555,Big C Infotech,2026-05-28,14:03,,New onboarding,
V03565,BDM011,Ilango M,OA0413,Big C Digital,08/07/2026,16:13,45,routine,owner not available
V03566,BDM002,Prakash M,OA0684,City Digital,19/05/2026,11:08,10,routine,discussed scheme
V03567,BDM012,Yuvaraj S,OA0290,iStore Communications,25/05/2026,12:09,,Routine visit,shop closed
V03568,BDM005,Dhanush P,OA0591,City Traders,2026-06-09,14:01,,Complaint,discussed scheme
V03569,BDM006,Jegan R,OA0439,Sakthi Enterprises,20/07/2026,14:01,30,Collection,display not as per norms
V03570,BDM004,Ashok Kumar,OA0032,Modern Cellpoint,20/05/2026,10:53,10,routine,
V03571,BDM011,Ilango M,OA0778,Vasanth Infotech,22/07/2026,16:51,30,Stock check,shop closed
V03572,BDM004,Ashok Kumar,OA0748,Ganesh Electronics,16/07/2026,15:22,12,Collection,shop closed
V03573,BDM010,Praveen K,OA0076,Royal Agencies,11/07/2026,13:14,20,Stock check,
V03574,BDM011,Ilango M,OA0700,Lakshmi Electronics,2026-06-23,12:32,8,New onboarding,stock displayed
V03575,BDM006,Jegan R,OA0124,Vasanth Electronics,15/07/2026,10:43,10,Complaint,
V03576,BDM008,Sathya N,OA0424,Sri Krishna Cellpoint,22/06/2026,11:14,20,Stock check,
V03577,BDM009,Gowtham S,OA0699,Universal Communications,01/06/2026,13:40,25,followup,discussed scheme
V03578,BDM006,Jegan R,OA0646,Vinayaga Cellpoint,2026-07-10,11:26,12,New onboarding,display not as per norms
V03579,BDM011,Ilango M,OA0412,Big C Enterprises,2026-07-21,13:30,25,Order,collection pending
V03580,BDM009,Gowtham S,OA0627,Jeyam Digital,17/07/2026,11:13,30,,
V03581,BDM007,Mohan Raj,OA0010,City Infotech,06/05/2026,10:23,,Complaint,asked for better margin
V03582,BDM010,Praveen K,OA0265,Chennai Silks Cellpoint,2026-07-31,16:17,15,Complaint,
V03583,BDM008,Sathya N,OA0399,Muthu Electronics,15/06/2026,13:43,10,Order,shop closed
V03584,BDM009,Gowtham S,OA0613,Devi Infotech,18/05/2026,12:06,20,Stock check,
V03585,BDM009,Gowtham S,OA0718,Vinayaga Infotech,2026-06-17,14:01,8,Follow up,asked for better margin
V03586,BDM005,Dhanush P,OA0696,Sakthi Cellpoint,10/06/2026,10:43,45,Follow up,
V03587,BDM008,Sathya N,OA0399,Muthu Electronics,28/07/2026,10:27,5,Routine visit,
V03588,BDM012,Yuvaraj S,OA0302,Saravana Telecom,2026-06-27,11:17,10,followup,display not as per norms
V03589,BDM010,Praveen K,OA0447,Devi Enterprises,2026-06-24,11:06,30,,stock displayed
V03590,BDM007,Mohan Raj,OA0452,Sri Balaji Enterprises,09/05/2026,13:19,,routine,display not as per norms
V03591,BDM007,Mohan Raj,OA0010,City Infotech,02/07/2026,11:14,30,New onboarding,collection pending
V03592,BDM004,Ashok Kumar,OA0225,Karpagam Cellpoint,07/05/2026,10:31,,followup,
V03593,BDM010,Praveen K,OA0414,iStore Agencies,2026-05-01,14:09,25,Collection,will order next week
V03594,BDM005,Dhanush P,OA0738,Selvam Mobiles,03/07/2026,14:11,,Routine visit,
V03595,BDM005,Dhanush P,OA0330,Chennai Silks Infotech,24/06/2026,15:07,15,,display not as per norms
V03596,BDM005,Dhanush P,OA0011,Universal Electronics,12/06/2026,13:31,45,Stock check,stock displayed
V03597,BDM007,Mohan Raj,OA0153,Galaxy Infotech,2026-06-15,13:25,15,New onboarding,asked for better margin
